ID,Name,Concepticon_ID,Concepticon_Gloss,Swahili_Gloss,Source_ID
984_open,open,1156,OPEN,(ku)fungua,984
985_teachinstruct,"teach, instruct",709,TEACH,"(ku)fundisha, (ku)funza",985
986_putforthproducedisplay,"put forth, produce, display",,,(ku)toa,986
987_thinkimagine,"think, imagine",2271,THINK,(ku)waza,987
988_rib,rib,801,RIB,ubavu,988
989_applybystretchingspreadover,"apply by stretching, spread over ",,,(ku)wamba,989
990_holdarrest,"hold, arrest",,,(ku)bamba,990
991_squeezeoneselfupagainstwallegtoallowsomeonetopass,squeeze oneself up against wall (e.g. to allow someone to pass) ,,,(ku)jibanza,991
992_putplaceset,"put, place, set",,,(ku)weka,992
993_carryachildonthebackin,carry a child on the back (in,2153,CARRY PERSON ON BACK,(ku)beba,993
994_unripeuncooked,"unripe, uncooked",,,-bichi,994
995_beowedby,be owed by,,,(ku)wia,995
996_ripen,ripen,179,RIPEN,(ku)iva,996
997_bestuntedspoilt,"be stunted, spoilt",,,(ku)via,997
998_spoil,spoil,,,(ku)viza,998
999_becomeround,become round,,,(ku)viringa,999
1000_lazy,lazy,1564,LAZY,-vivu,1000
1001_corpse,corpse,767,CORPSE,kimba (=maiti),1001
1002_beafraid,be afraid,1419,FEAR (BE AFRAID),(ku)ogopa,1002
1003_coward,coward,1319,COWARD,mwoga,1003
1004_return,return,581,COME BACK,(ku)rudi,1004
1005_baobab,baobab,,,mbuyu,1005
1006_thelesserrains,the lesser rains,,,mvuli,1006
1007_reap,reap,,,(ku)vuna,1007
1008_beborn,be born,1090,BE BORN,(ku)zaliwa,1008
1009_cowrieshell,cowrie shell,3663,COWRIE SHELL,kauri,1009
1010_weak,weak,,,dhaifu,1010
1011_leaveover,leave over,,,(ku)bakiza,1011
1012_beround,be round,1395,ROUND,(ku)viringana,1012
1013_idlenesssloth,"idleness, sloth",2446,SLOTH,uvivu,1013
1014_plungeintocausetosink,"plunge into, cause to sink",,,(ku)tosa,1014
1015_weightrhythm,"weight, rhythm",,,uzani,1015
1016_i,I,1209,I,mimi,1016
1017_we,we,1212,WE,sisi,1017
1018_youpl,you (pl.),1213,YOU,ninyi,1018
1019_many,many,1198,MANY,-ingi,1019
1020_that,that,78,THAT,-le,1020
1021_small,small,1246,SMALL,-dogo,1021
1022_barkoftree,bark (of tree),1204,BARK,gome,1022
1023_louse,louse,1392,LOUSE,chawa,1023
1024_liver,liver,1224,LIVER,"ini, uso",1024
1025_leafoftree,leaf (of tree),628,LEAF,jani,1025
1026_mouth,mouth,674,MOUTH,mdomo,1026
1027_die,die,1494,DIE,(ku)fa,1027
1028_fly,fly,1441,FLY (MOVE THROUGH AIR),(ku)ruka,1028
1029_stand,stand,1442,STAND,(ku)simama,1029
1030_milk,milk,635,MILK,maziwa,1030
1031_resemble,resemble,,,(ku)fanana,1031
1032_foam,foam,1768,FOAM,povu,1032
1033_sew,sew,1457,SEW,(ku)shona,1033
1034_tiefasten,tie (=fasten),1917,TIE,(ku)funga,1034
1035_remainstay,"remain, stay",987,REMAIN,(ku)baki,1035
1036_breakwind,break wind,1159,FART,(ku)jamba (fyunzi),1036
1037_bearchild,bear child,,,(ku)zaa,1037
1038_sperm,sperm,1505,SPERM,manii,1038
